Concurso alvo,Ranking,Jogo,Score,Score Base,Score Correlação,Score Final,Score Estratégico,Score Diversidade,Distância Média,Repetidas Último Concurso,Score Repetição,Score Soma,Score Distribuição,Soma,Pares,Ímpares,Classificação,Tipo,Justificativa estatistica
3013,1.0,05 - 17 - 27 - 34 - 52 - 58,79.82,70.7,56.56,79.82,100.0,100.0,6.0,2.0,100.0,100.0,100.0,193,3,3,Excelente,Principal,"Jogo selecionado para o concurso alvo 3013 combinando frequencia geral, janelas de 20/50/100 concursos, atraso, regularidade, correlacao, soma 193, 3 pares, distribuicao por faixas e repeticao controlada do ultimo concurso."
