Concurso,Motor,Jogos,Total de acertos,Media de acertos por jogo,Melhor acerto,Melhor jogo,Resultado real,Score total premiacao,Score medio premiacao por jogo,Jogos com 2 acertos,Taxa 2 acertos (%),Jogos com 3 acertos,Taxa 3 acertos (%),Jogos com 4 acertos,Taxa 4 acertos (%),Jogos com 5 acertos,Taxa 5 acertos (%),Jogos com 6 acertos,Taxa 6 acertos (%)
2438,Motor Elite 9,100,76,0.76,2,10 - 11 - 43 - 53 - 55 - 60,04 - 11 - 19 - 25 - 37 - 55,14,0.14,14,14.0,0,0.0,0,0.0,0,0.0,0,0.0
2439,Aleatorio,100,54,0.54,2,03 - 27 - 38 - 40 - 47 - 48,02 - 08 - 34 - 38 - 47 - 51,11,0.11,11,11.0,0,0.0,0,0.0,0,0.0,0,0.0
2439,Motor Elite 9,100,38,0.38,3,02 - 10 - 23 - 34 - 44 - 47,02 - 08 - 34 - 38 - 47 - 51,10,0.1,5,5.0,1,1.0,0,0.0,0,0.0,0,0.0
2440,Aleatorio,100,55,0.55,3,12 - 13 - 23 - 28 - 46 - 52,12 - 15 - 23 - 32 - 33 - 46,14,0.14,4,4.0,2,2.0,0,0.0,0,0.0,0,0.0
2440,Motor Elite 9,100,58,0.58,2,14 - 22 - 29 - 33 - 35 - 46,12 - 15 - 23 - 32 - 33 - 46,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2441,Aleatorio,100,71,0.71,3,09 - 17 - 21 - 46 - 47 - 48,09 - 41 - 42 - 46 - 47 - 54,15,0.15,10,10.0,1,1.0,0,0.0,0,0.0,0,0.0
2441,Motor Elite 9,100,80,0.8,4,09 - 10 - 39 - 42 - 46 - 54,09 - 41 - 42 - 46 - 47 - 54,138,1.38,13,13.0,5,5.0,2,2.0,0,0.0,0,0.0
2442,Aleatorio,100,55,0.55,3,02 - 03 - 07 - 10 - 35 - 41,02 - 07 - 09 - 25 - 41 - 49,13,0.13,8,8.0,1,1.0,0,0.0,0,0.0,0,0.0
2442,Motor Elite 9,100,41,0.41,2,09 - 10 - 13 - 25 - 46 - 54,02 - 07 - 09 - 25 - 41 - 49,4,0.04,4,4.0,0,0.0,0,0.0,0,0.0,0,0.0
2443,Aleatorio,100,55,0.55,3,01 - 02 - 05 - 31 - 43 - 57,01 - 05 - 12 - 13 - 17 - 31,9,0.09,4,4.0,1,1.0,0,0.0,0,0.0,0,0.0
2443,Motor Elite 9,100,51,0.51,2,01 - 10 - 17 - 30 - 37 - 50,01 - 05 - 12 - 13 - 17 - 31,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2444,Aleatorio,100,61,0.61,3,01 - 04 - 15 - 35 - 37 - 50,15 - 17 - 20 - 35 - 37 - 43,17,0.17,12,12.0,1,1.0,0,0.0,0,0.0,0,0.0
2444,Motor Elite 9,100,95,0.95,4,10 - 20 - 21 - 35 - 37 - 43,15 - 17 - 20 - 35 - 37 - 43,129,1.29,19,19.0,2,2.0,2,2.0,0,0.0,0,0.0
2445,Aleatorio,100,59,0.59,2,07 - 09 - 11 - 25 - 35 - 45,11 - 25 - 32 - 37 - 47 - 56,12,0.12,12,12.0,0,0.0,0,0.0,0,0.0,0,0.0
2445,Motor Elite 9,100,75,0.75,2,01 - 29 - 32 - 35 - 43 - 56,11 - 25 - 32 - 37 - 47 - 56,11,0.11,11,11.0,0,0.0,0,0.0,0,0.0,0,0.0
2446,Aleatorio,100,46,0.46,2,04 - 08 - 13 - 24 - 28 - 51,01 - 13 - 27 - 41 - 51 - 58,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2446,Motor Elite 9,100,51,0.51,2,01 - 04 - 27 - 36 - 37 - 45,01 - 13 - 27 - 41 - 51 - 58,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2447,Aleatorio,100,51,0.51,2,07 - 29 - 43 - 46 - 49 - 60,13 - 19 - 29 - 42 - 49 - 52,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2447,Motor Elite 9,100,70,0.7,2,14 - 22 - 29 - 35 - 46 - 49,13 - 19 - 29 - 42 - 49 - 52,11,0.11,11,11.0,0,0.0,0,0.0,0,0.0,0,0.0
2448,Aleatorio,100,62,0.62,2,01 - 04 - 18 - 24 - 35 - 55,18 - 30 - 32 - 35 - 40 - 48,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2448,Motor Elite 9,100,54,0.54,2,14 - 22 - 29 - 32 - 35 - 43,18 - 30 - 32 - 35 - 40 - 48,8,0.08,8,8.0,0,0.0,0,0.0,0,0.0,0,0.0
2449,Aleatorio,100,51,0.51,3,20 - 28 - 31 - 34 - 41 - 52,14 - 20 - 21 - 31 - 49 - 52,15,0.15,5,5.0,2,2.0,0,0.0,0,0.0,0,0.0
2449,Motor Elite 9,100,47,0.47,2,14 - 22 - 29 - 35 - 46 - 49,14 - 20 - 21 - 31 - 49 - 52,6,0.06,6,6.0,0,0.0,0,0.0,0,0.0,0,0.0
2450,Aleatorio,100,65,0.65,3,04 - 11 - 17 - 39 - 41 - 49,02 - 06 - 11 - 15 - 17 - 39,32,0.32,12,12.0,4,4.0,0,0.0,0,0.0,0,0.0
2450,Motor Elite 9,100,50,0.5,2,08 - 09 - 11 - 39 - 48 - 53,02 - 06 - 11 - 15 - 17 - 39,6,0.06,6,6.0,0,0.0,0,0.0,0,0.0,0,0.0
2451,Aleatorio,100,56,0.56,2,13 - 19 - 33 - 44 - 51 - 56,13 - 26 - 31 - 46 - 51 - 60,13,0.13,13,13.0,0,0.0,0,0.0,0,0.0,0,0.0
2451,Motor Elite 9,100,83,0.83,3,06 - 07 - 26 - 31 - 46 - 52,13 - 26 - 31 - 46 - 51 - 60,36,0.36,21,21.0,3,3.0,0,0.0,0,0.0,0,0.0
2452,Aleatorio,100,76,0.76,2,01 - 08 - 31 - 32 - 46 - 51,08 - 10 - 51 - 56 - 57 - 58,17,0.17,17,17.0,0,0.0,0,0.0,0,0.0,0,0.0
2452,Motor Elite 9,100,72,0.72,2,10 - 13 - 16 - 36 - 53 - 57,08 - 10 - 51 - 56 - 57 - 58,8,0.08,8,8.0,0,0.0,0,0.0,0,0.0,0,0.0
2453,Aleatorio,100,56,0.56,3,04 - 14 - 18 - 34 - 44 - 47,10 - 14 - 15 - 24 - 34 - 44,15,0.15,10,10.0,1,1.0,0,0.0,0,0.0,0,0.0
2453,Motor Elite 9,100,80,0.8,5,10 - 14 - 15 - 24 - 44 - 47,10 - 14 - 15 - 24 - 34 - 44,518,5.18,3,3.0,3,3.0,0,0.0,1,1.0,0,0.0
2454,Aleatorio,100,57,0.57,3,16 - 22 - 24 - 44 - 48 - 51,09 - 14 - 22 - 24 - 44 - 47,18,0.18,8,8.0,2,2.0,0,0.0,0,0.0,0,0.0
2454,Motor Elite 9,100,60,0.6,4,10 - 14 - 15 - 24 - 44 - 47,09 - 14 - 22 - 24 - 44 - 47,79,0.79,14,14.0,3,3.0,1,1.0,0,0.0,0,0.0
2455,Aleatorio,100,66,0.66,3,21 - 23 - 28 - 50 - 55 - 56,21 - 38 - 50 - 53 - 56 - 59,14,0.14,9,9.0,1,1.0,0,0.0,0,0.0,0,0.0
2455,Motor Elite 9,100,64,0.64,3,10 - 11 - 21 - 46 - 50 - 53,21 - 38 - 50 - 53 - 56 - 59,18,0.18,13,13.0,1,1.0,0,0.0,0,0.0,0,0.0
2456,Aleatorio,100,65,0.65,3,29 - 40 - 41 - 46 - 52 - 54,28 - 34 - 40 - 41 - 52 - 55,19,0.19,9,9.0,2,2.0,0,0.0,0,0.0,0,0.0
2456,Motor Elite 9,100,31,0.31,2,10 - 23 - 34 - 53 - 55 - 60,28 - 34 - 40 - 41 - 52 - 55,2,0.02,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0
2457,Aleatorio,100,67,0.67,3,02 - 06 - 10 - 19 - 49 - 56,10 - 19 - 46 - 47 - 49 - 50,30,0.3,10,10.0,4,4.0,0,0.0,0,0.0,0,0.0
2457,Motor Elite 9,100,107,1.07,3,10 - 11 - 13 - 21 - 46 - 50,10 - 19 - 46 - 47 - 49 - 50,59,0.59,24,24.0,7,7.0,0,0.0,0,0.0,0,0.0
2458,Aleatorio,100,76,0.76,2,04 - 15 - 40 - 42 - 43 - 49,15 - 40 - 44 - 45 - 47 - 51,18,0.18,18,18.0,0,0.0,0,0.0,0,0.0,0,0.0
2458,Motor Elite 9,100,25,0.25,3,10 - 14 - 15 - 24 - 44 - 47,15 - 40 - 44 - 45 - 47 - 51,9,0.09,4,4.0,1,1.0,0,0.0,0,0.0,0,0.0
2459,Aleatorio,100,59,0.59,3,14 - 15 - 24 - 39 - 59 - 60,15 - 24 - 33 - 49 - 53 - 59,14,0.14,9,9.0,1,1.0,0,0.0,0,0.0,0,0.0
2459,Motor Elite 9,100,33,0.33,2,10 - 14 - 15 - 24 - 44 - 47,15 - 24 - 33 - 49 - 53 - 59,2,0.02,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0
2460,Aleatorio,100,53,0.53,2,12 - 17 - 31 - 32 - 36 - 47,16 - 17 - 18 - 28 - 35 - 47,8,0.08,8,8.0,0,0.0,0,0.0,0,0.0,0,0.0
2460,Motor Elite 9,100,57,0.57,2,14 - 22 - 29 - 35 - 46 - 47,16 - 17 - 18 - 28 - 35 - 47,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2461,Aleatorio,100,56,0.56,3,08 - 11 - 16 - 43 - 45 - 56,08 - 11 - 16 - 21 - 32 - 37,13,0.13,8,8.0,1,1.0,0,0.0,0,0.0,0,0.0
2461,Motor Elite 9,100,66,0.66,2,09 - 11 - 16 - 24 - 43 - 57,08 - 11 - 16 - 21 - 32 - 37,19,0.19,19,19.0,0,0.0,0,0.0,0,0.0,0,0.0
2462,Aleatorio,100,65,0.65,4,03 - 20 - 23 - 41 - 49 - 57,03 - 16 - 23 - 41 - 45 - 57,72,0.72,7,7.0,3,3.0,1,1.0,0,0.0,0,0.0
2462,Motor Elite 9,100,38,0.38,2,09 - 11 - 16 - 24 - 43 - 57,03 - 16 - 23 - 41 - 45 - 57,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2463,Aleatorio,100,58,0.58,3,16 - 41 - 42 - 45 - 49 - 51,11 - 16 - 31 - 37 - 42 - 51,19,0.19,14,14.0,1,1.0,0,0.0,0,0.0,0,0.0
2463,Motor Elite 9,100,58,0.58,2,10 - 11 - 25 - 27 - 42 - 46,11 - 16 - 31 - 37 - 42 - 51,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2464,Aleatorio,100,65,0.65,3,02 - 09 - 20 - 24 - 30 - 56,02 - 07 - 24 - 43 - 52 - 56,17,0.17,12,12.0,1,1.0,0,0.0,0,0.0,0,0.0
2464,Motor Elite 9,100,65,0.65,3,04 - 29 - 33 - 43 - 52 - 56,02 - 07 - 24 - 43 - 52 - 56,21,0.21,16,16.0,1,1.0,0,0.0,0,0.0,0,0.0
2465,Aleatorio,100,60,0.6,3,03 - 08 - 10 - 26 - 29 - 57,03 - 08 - 23 - 29 - 53 - 54,13,0.13,8,8.0,1,1.0,0,0.0,0,0.0,0,0.0
2465,Motor Elite 9,100,65,0.65,2,10 - 23 - 34 - 53 - 55 - 60,03 - 08 - 23 - 29 - 53 - 54,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2466,Aleatorio,100,63,0.63,3,02 - 03 - 07 - 09 - 13 - 34,02 - 03 - 13 - 20 - 53 - 54,17,0.17,7,7.0,2,2.0,0,0.0,0,0.0,0,0.0
2466,Motor Elite 9,100,68,0.68,2,10 - 13 - 20 - 37 - 38 - 50,02 - 03 - 13 - 20 - 53 - 54,18,0.18,18,18.0,0,0.0,0,0.0,0,0.0,0,0.0
2467,Aleatorio,100,70,0.7,3,07 - 10 - 31 - 34 - 35 - 59,01 - 10 - 19 - 34 - 35 - 45,25,0.25,10,10.0,3,3.0,0,0.0,0,0.0,0,0.0
2467,Motor Elite 9,100,99,0.99,3,01 - 10 - 26 - 33 - 35 - 46,01 - 10 - 19 - 34 - 35 - 45,30,0.3,20,20.0,2,2.0,0,0.0,0,0.0,0,0.0
2468,Aleatorio,100,53,0.53,3,07 - 22 - 24 - 42 - 52 - 57,22 - 35 - 41 - 42 - 53 - 57,11,0.11,6,6.0,1,1.0,0,0.0,0,0.0,0,0.0
2468,Motor Elite 9,100,80,0.8,3,14 - 22 - 29 - 35 - 43 - 53,22 - 35 - 41 - 42 - 53 - 57,26,0.26,16,16.0,2,2.0,0,0.0,0,0.0,0,0.0
2469,Aleatorio,100,63,0.63,3,29 - 35 - 38 - 43 - 52 - 55,05 - 28 - 30 - 38 - 52 - 55,16,0.16,6,6.0,2,2.0,0,0.0,0,0.0,0,0.0
2469,Motor Elite 9,100,52,0.52,2,04 - 27 - 35 - 38 - 52 - 56,05 - 28 - 30 - 38 - 52 - 55,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2470,Aleatorio,100,57,0.57,2,07 - 12 - 31 - 33 - 51 - 57,08 - 33 - 40 - 42 - 48 - 51,11,0.11,11,11.0,0,0.0,0,0.0,0,0.0,0,0.0
2470,Motor Elite 9,100,21,0.21,2,08 - 27 - 36 - 37 - 40 - 45,08 - 33 - 40 - 42 - 48 - 51,2,0.02,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0
2471,Aleatorio,100,56,0.56,2,23 - 27 - 32 - 39 - 41 - 55,08 - 23 - 29 - 30 - 36 - 55,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2471,Motor Elite 9,100,68,0.68,3,04 - 29 - 30 - 43 - 45 - 55,08 - 23 - 29 - 30 - 36 - 55,16,0.16,11,11.0,1,1.0,0,0.0,0,0.0,0,0.0
2472,Aleatorio,100,60,0.6,3,09 - 13 - 18 - 19 - 36 - 45,05 - 13 - 18 - 23 - 35 - 36,22,0.22,12,12.0,2,2.0,0,0.0,0,0.0,0,0.0
2472,Motor Elite 9,100,72,0.72,2,10 - 13 - 16 - 36 - 53 - 57,05 - 13 - 18 - 23 - 35 - 36,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2473,Aleatorio,100,54,0.54,2,04 - 18 - 23 - 54 - 55 - 59,15 - 18 - 28 - 42 - 55 - 60,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2473,Motor Elite 9,100,41,0.41,2,10 - 23 - 34 - 53 - 55 - 60,15 - 18 - 28 - 42 - 55 - 60,7,0.07,7,7.0,0,0.0,0,0.0,0,0.0,0,0.0
2474,Aleatorio,100,53,0.53,3,16 - 22 - 35 - 39 - 48 - 49,22 - 30 - 38 - 39 - 49 - 56,10,0.1,5,5.0,1,1.0,0,0.0,0,0.0,0,0.0
2474,Motor Elite 9,100,57,0.57,3,04 - 30 - 35 - 38 - 41 - 56,22 - 30 - 38 - 39 - 49 - 56,15,0.15,10,10.0,1,1.0,0,0.0,0,0.0,0,0.0
2475,Aleatorio,100,66,0.66,2,07 - 17 - 23 - 44 - 45 - 57,01 - 40 - 44 - 45 - 58 - 60,13,0.13,13,13.0,0,0.0,0,0.0,0,0.0,0,0.0
2475,Motor Elite 9,100,44,0.44,2,01 - 04 - 27 - 36 - 37 - 45,01 - 40 - 44 - 45 - 58 - 60,4,0.04,4,4.0,0,0.0,0,0.0,0,0.0,0,0.0
2476,Aleatorio,100,59,0.59,3,07 - 32 - 53 - 55 - 56 - 57,02 - 07 - 32 - 46 - 49 - 55,10,0.1,5,5.0,1,1.0,0,0.0,0,0.0,0,0.0
2476,Motor Elite 9,100,67,0.67,2,02 - 19 - 43 - 44 - 46 - 60,02 - 07 - 32 - 46 - 49 - 55,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2477,Aleatorio,100,54,0.54,2,20 - 25 - 31 - 32 - 49 - 59,20 - 33 - 37 - 38 - 49 - 50,11,0.11,11,11.0,0,0.0,0,0.0,0,0.0,0,0.0
2477,Motor Elite 9,100,64,0.64,4,10 - 13 - 20 - 37 - 38 - 50,20 - 33 - 37 - 38 - 49 - 50,129,1.29,9,9.0,4,4.0,2,2.0,0,0.0,0,0.0
2478,Aleatorio,100,73,0.73,3,02 - 07 - 22 - 28 - 39 - 59,02 - 17 - 23 - 28 - 39 - 46,23,0.23,13,13.0,2,2.0,0,0.0,0,0.0,0,0.0
2478,Motor Elite 9,100,66,0.66,3,02 - 39 - 42 - 46 - 47 - 54,02 - 17 - 23 - 28 - 39 - 46,13,0.13,8,8.0,1,1.0,0,0.0,0,0.0,0,0.0
2479,Aleatorio,100,54,0.54,3,10 - 16 - 20 - 34 - 35 - 52,10 - 15 - 17 - 20 - 21 - 35,15,0.15,10,10.0,1,1.0,0,0.0,0,0.0,0,0.0
2479,Motor Elite 9,100,102,1.02,4,10 - 20 - 21 - 35 - 37 - 43,10 - 15 - 17 - 20 - 21 - 35,129,1.29,24,24.0,1,1.0,2,2.0,0,0.0,0,0.0
2480,Aleatorio,100,76,0.76,2,06 - 21 - 31 - 43 - 57 - 60,04 - 06 - 09 - 31 - 50 - 56,15,0.15,15,15.0,0,0.0,0,0.0,0,0.0,0,0.0
2480,Motor Elite 9,100,58,0.58,2,04 - 27 - 35 - 38 - 52 - 56,04 - 06 - 09 - 31 - 50 - 56,9,0.09,9,9.0,0,0.0,0,0.0,0,0.0,0,0.0
2481,Aleatorio,100,59,0.59,3,01 - 08 - 22 - 37 - 38 - 48,01 - 08 - 21 - 27 - 36 - 37,20,0.2,10,10.0,2,2.0,0,0.0,0,0.0,0,0.0
2481,Motor Elite 9,100,66,0.66,4,01 - 04 - 27 - 36 - 37 - 45,01 - 08 - 21 - 27 - 36 - 37,162,1.62,7,7.0,1,1.0,3,3.0,0,0.0,0,0.0
2482,Aleatorio,100,52,0.52,3,23 - 35 - 44 - 48 - 54 - 57,01 - 32 - 35 - 44 - 45 - 57,12,0.12,7,7.0,1,1.0,0,0.0,0,0.0,0,0.0
2482,Motor Elite 9,100,72,0.72,3,01 - 29 - 32 - 35 - 43 - 56,01 - 32 - 35 - 44 - 45 - 57,26,0.26,6,6.0,4,4.0,0,0.0,0,0.0,0,0.0
2483,Aleatorio,100,58,0.58,3,38 - 44 - 49 - 50 - 52 - 54,20 - 34 - 38 - 40 - 49 - 54,15,0.15,10,10.0,1,1.0,0,0.0,0,0.0,0,0.0
2483,Motor Elite 9,100,42,0.42,2,10 - 13 - 20 - 37 - 38 - 50,20 - 34 - 38 - 40 - 49 - 54,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2484,Aleatorio,100,51,0.51,2,11 - 12 - 14 - 15 - 44 - 48,11 - 14 - 36 - 41 - 54 - 59,8,0.08,8,8.0,0,0.0,0,0.0,0,0.0,0,0.0
2484,Motor Elite 9,100,64,0.64,2,12 - 14 - 28 - 36 - 45 - 55,11 - 14 - 36 - 41 - 54 - 59,8,0.08,8,8.0,0,0.0,0,0.0,0,0.0,0,0.0
2485,Aleatorio,100,62,0.62,4,05 - 11 - 12 - 20 - 32 - 60,05 - 12 - 32 - 38 - 47 - 60,68,0.68,8,8.0,2,2.0,1,1.0,0,0.0,0,0.0
2485,Motor Elite 9,100,51,0.51,3,05 - 13 - 20 - 37 - 38 - 60,05 - 12 - 32 - 38 - 47 - 60,10,0.1,5,5.0,1,1.0,0,0.0,0,0.0,0,0.0
2486,Aleatorio,100,56,0.56,3,12 - 16 - 17 - 19 - 33 - 60,08 - 09 - 17 - 19 - 33 - 56,15,0.15,10,10.0,1,1.0,0,0.0,0,0.0,0,0.0
2486,Motor Elite 9,100,43,0.43,2,08 - 09 - 11 - 39 - 48 - 53,08 - 09 - 17 - 19 - 33 - 56,3,0.03,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0
2487,Aleatorio,100,62,0.62,3,22 - 23 - 48 - 49 - 53 - 58,23 - 36 - 42 - 48 - 54 - 58,21,0.21,11,11.0,2,2.0,0,0.0,0,0.0,0,0.0
2487,Motor Elite 9,100,37,0.37,2,09 - 10 - 39 - 42 - 46 - 54,23 - 36 - 42 - 48 - 54 - 58,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2488,Aleatorio,100,63,0.63,3,20 - 27 - 30 - 40 - 56 - 57,17 - 31 - 34 - 40 - 56 - 57,16,0.16,11,11.0,1,1.0,0,0.0,0,0.0,0,0.0
2488,Motor Elite 9,100,39,0.39,2,02 - 19 - 23 - 34 - 53 - 57,17 - 31 - 34 - 40 - 56 - 57,2,0.02,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0
2489,Aleatorio,100,55,0.55,3,03 - 10 - 19 - 37 - 42 - 54,03 - 10 - 13 - 25 - 41 - 42,17,0.17,12,12.0,1,1.0,0,0.0,0,0.0,0,0.0
2489,Motor Elite 9,100,90,0.9,4,10 - 13 - 25 - 27 - 42 - 46,03 - 10 - 13 - 25 - 41 - 42,104,1.04,19,19.0,7,7.0,1,1.0,0,0.0,0,0.0
2490,Aleatorio,100,51,0.51,3,11 - 17 - 21 - 32 - 41 - 58,11 - 16 - 17 - 41 - 46 - 59,14,0.14,9,9.0,1,1.0,0,0.0,0,0.0,0,0.0
2490,Motor Elite 9,100,79,0.79,3,05 - 09 - 11 - 16 - 46 - 54,11 - 16 - 17 - 41 - 46 - 59,25,0.25,15,15.0,2,2.0,0,0.0,0,0.0,0,0.0
2491,Aleatorio,100,60,0.6,4,11 - 22 - 43 - 44 - 48 - 53,22 - 29 - 38 - 43 - 48 - 53,64,0.64,9,9.0,1,1.0,1,1.0,0,0.0,0,0.0
2491,Motor Elite 9,100,91,0.91,4,14 - 22 - 29 - 35 - 43 - 53,22 - 29 - 38 - 43 - 48 - 53,83,0.83,23,23.0,2,2.0,1,1.0,0,0.0,0,0.0
2492,Aleatorio,100,50,0.5,2,11 - 15 - 30 - 33 - 49 - 50,10 - 30 - 31 - 33 - 42 - 52,7,0.07,7,7.0,0,0.0,0,0.0,0,0.0,0,0.0
2492,Motor Elite 9,100,80,0.8,3,01 - 10 - 17 - 30 - 42 - 46,10 - 30 - 31 - 33 - 42 - 52,19,0.19,14,14.0,1,1.0,0,0.0,0,0.0,0,0.0
2493,Aleatorio,100,67,0.67,3,02 - 37 - 44 - 45 - 56 - 57,04 - 09 - 37 - 43 - 44 - 56,24,0.24,9,9.0,3,3.0,0,0.0,0,0.0,0,0.0
2493,Motor Elite 9,100,85,0.85,3,09 - 16 - 28 - 37 - 43 - 57,04 - 09 - 37 - 43 - 44 - 56,34,0.34,19,19.0,3,3.0,0,0.0,0,0.0,0,0.0
2494,Aleatorio,100,53,0.53,3,04 - 15 - 21 - 22 - 40 - 53,01 - 04 - 10 - 22 - 53 - 54,15,0.15,10,10.0,1,1.0,0,0.0,0,0.0,0,0.0
2494,Motor Elite 9,100,107,1.07,3,01 - 10 - 17 - 30 - 48 - 53,01 - 04 - 10 - 22 - 53 - 54,32,0.32,22,22.0,2,2.0,0,0.0,0,0.0,0,0.0
2495,Aleatorio,100,68,0.68,3,12 - 14 - 18 - 19 - 27 - 41,08 - 12 - 14 - 30 - 33 - 41,23,0.23,8,8.0,3,3.0,0,0.0,0,0.0,0,0.0
2495,Motor Elite 9,100,45,0.45,2,14 - 22 - 29 - 33 - 35 - 46,08 - 12 - 14 - 30 - 33 - 41,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2496,Aleatorio,100,62,0.62,3,07 - 15 - 26 - 31 - 53 - 57,07 - 26 - 31 - 38 - 46 - 58,13,0.13,8,8.0,1,1.0,0,0.0,0,0.0,0,0.0
2496,Motor Elite 9,100,66,0.66,4,06 - 07 - 26 - 31 - 46 - 52,07 - 26 - 31 - 38 - 46 - 58,66,0.66,6,6.0,2,2.0,1,1.0,0,0.0,0,0.0
2497,Aleatorio,100,56,0.56,2,09 - 23 - 24 - 46 - 53 - 58,05 - 14 - 23 - 46 - 48 - 52,4,0.04,4,4.0,0,0.0,0,0.0,0,0.0,0,0.0
2497,Motor Elite 9,100,75,0.75,2,14 - 22 - 29 - 33 - 35 - 46,05 - 14 - 23 - 46 - 48 - 52,15,0.15,15,15.0,0,0.0,0,0.0,0,0.0,0,0.0
2498,Aleatorio,100,61,0.61,3,12 - 17 - 26 - 29 - 34 - 51,09 - 12 - 26 - 29 - 46 - 47,15,0.15,5,5.0,2,2.0,0,0.0,0,0.0,0,0.0
2498,Motor Elite 9,100,90,0.9,4,09 - 10 - 29 - 35 - 46 - 47,09 - 12 - 26 - 29 - 46 - 47,85,0.85,20,20.0,3,3.0,1,1.0,0,0.0,0,0.0
2499,Aleatorio,100,76,0.76,3,11 - 19 - 31 - 47 - 53 - 58,11 - 19 - 38 - 47 - 56 - 59,23,0.23,13,13.0,2,2.0,0,0.0,0,0.0,0,0.0
2499,Motor Elite 9,100,58,0.58,2,04 - 27 - 35 - 38 - 52 - 56,11 - 19 - 38 - 47 - 56 - 59,10,0.1,10,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2500,Aleatorio,100,52,0.52,2,05 - 12 - 25 - 31 - 36 - 40,05 - 16 - 25 - 32 - 39 - 55,7,0.07,7,7.0,0,0.0,0,0.0,0,0.0,0,0.0
2500,Motor Elite 9,100,44,0.44,2,05 - 13 - 39 - 42 - 46 - 54,05 - 16 - 25 - 32 - 39 - 55,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2501,Aleatorio,100,64,0.64,3,11 - 17 - 27 - 36 - 55 - 59,11 - 27 - 32 - 40 - 58 - 59,16,0.16,6,6.0,2,2.0,0,0.0,0,0.0,0,0.0
2501,Motor Elite 9,100,42,0.42,2,10 - 11 - 25 - 27 - 42 - 46,11 - 27 - 32 - 40 - 58 - 59,3,0.03,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0
2502,Aleatorio,100,60,0.6,3,10 - 13 - 19 - 20 - 21 - 39,16 - 20 - 21 - 39 - 44 - 55,21,0.21,11,11.0,2,2.0,0,0.0,0,0.0,0,0.0
2502,Motor Elite 9,100,46,0.46,2,10 - 20 - 21 - 35 - 37 - 43,16 - 20 - 21 - 39 - 44 - 55,3,0.03,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0
2503,Aleatorio,100,64,0.64,3,09 - 17 - 20 - 38 - 43 - 45,03 - 14 - 16 - 38 - 43 - 45,21,0.21,11,11.0,2,2.0,0,0.0,0,0.0,0,0.0
2503,Motor Elite 9,100,71,0.71,2,14 - 22 - 29 - 32 - 35 - 43,03 - 14 - 16 - 38 - 43 - 45,12,0.12,12,12.0,0,0.0,0,0.0,0,0.0,0,0.0
2504,Aleatorio,100,67,0.67,2,08 - 14 - 17 - 23 - 44 - 45,14 - 33 - 41 - 42 - 44 - 55,12,0.12,12,12.0,0,0.0,0,0.0,0,0.0,0,0.0
2504,Motor Elite 9,100,47,0.47,2,14 - 22 - 29 - 33 - 35 - 46,14 - 33 - 41 - 42 - 44 - 55,5,0.05,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0
2505,Aleatorio,100,52,0.52,3,03 - 26 - 30 - 34 - 49 - 51,03 - 05 - 19 - 26 - 43 - 51,11,0.11,6,6.0,1,1.0,0,0.0,0,0.0,0,0.0
2505,Motor Elite 9,100,38,0.38,2,02 - 19 - 43 - 44 - 46 - 60,03 - 05 - 19 - 26 - 43 - 51,2,0.02,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0
2506,Aleatorio,100,76,0.76,3,03 - 21 - 34 - 39 - 40 - 58,21 - 22 - 29 - 34 - 40 - 44,20,0.2,15,15.0,1,1.0,0,0.0,0,0.0,0,0.0
